ticker,market_cap,timeframe,hve_date,hve_volume,days_since_hve,hve_occ_1y,total_hve_count,all_hve_details,latest_date,latest_volume,latest_close,volume_ratio,data_points
MATW,850266450.066439,monthly,2026-08-01,9533242.0,0,1,5,"[{'date': Timestamp('2026-08-01 00:00:00'), 'volume': 9533242.0}, {'date': Timestamp('2020-07-01 00:00:00'), 'volume': 7250200.0}, {'date': Timestamp('2020-06-01 00:00:00'), 'volume': 6461100.0}, {'date': Timestamp('2020-03-01 00:00:00'), 'volume': 5720000.0}, {'date': Timestamp('2020-02-01 00:00:00'), 'volume': 2450900.0}]",2026-08-01,9533242.0,23.25,1.0,81
CCB,1177970457.9621162,monthly,2026-08-01,4228298.0,0,2,11,"[{'date': Timestamp('2026-08-01 00:00:00'), 'volume': 4228298.0}, {'date': Timestamp('2026-03-01 00:00:00'), 'volume': 3435800.0}, {'date': Timestamp('2025-03-01 00:00:00'), 'volume': 3114900.0}, {'date': Timestamp('2024-12-01 00:00:00'), 'volume': 2894000.0}, {'date': Timestamp('2023-03-01 00:00:00'), 'volume': 2114600.0}, {'date': Timestamp('2022-11-01 00:00:00'), 'volume': 1290000.0}, {'date': Timestamp('2022-08-01 00:00:00'), 'volume': 1226700.0}, {'date': Timestamp('2021-12-01 00:00:00'), 'volume': 1213100.0}, {'date': Timestamp('2021-03-01 00:00:00'), 'volume': 830800.0}, {'date': Timestamp('2020-03-01 00:00:00'), 'volume': 630600.0}, {'date': Timestamp('2020-02-01 00:00:00'), 'volume': 219100.0}]",2026-08-01,4228298.0,52.470001220703125,1.0,81
TCI,430669929.4515123,monthly,2026-08-01,728277.0,0,1,6,"[{'date': Timestamp('2026-08-01 00:00:00'), 'volume': 728277.0}, {'date': Timestamp('2021-06-01 00:00:00'), 'volume': 275300.0}, {'date': Timestamp('2021-05-01 00:00:00'), 'volume': 193200.0}, {'date': Timestamp('2020-06-01 00:00:00'), 'volume': 94900.0}, {'date': Timestamp('2020-03-01 00:00:00'), 'volume': 64700.0}, {'date': Timestamp('2020-02-01 00:00:00'), 'volume': 18700.0}]",2026-08-01,728277.0,35.90999984741211,1.0,81
RDVT,850485779.7317681,monthly,2026-08-01,4280101.0,0,1,4,"[{'date': Timestamp('2026-08-01 00:00:00'), 'volume': 4280101.0}, {'date': Timestamp('2025-05-01 00:00:00'), 'volume': 3765200.0}, {'date': Timestamp('2020-03-01 00:00:00'), 'volume': 3186300.0}, {'date': Timestamp('2020-02-01 00:00:00'), 'volume': 1211500.0}]",2026-08-01,4280101.0,69.77999877929688,1.0,81
AHCO,1399997303.1137724,monthly,2026-08-01,71372226.0,0,1,11,"[{'date': Timestamp('2026-08-01 00:00:00'), 'volume': 71372226.0}, {'date': Timestamp('2022-08-01 00:00:00'), 'volume': 67473900.0}, {'date': Timestamp('2022-05-01 00:00:00'), 'volume': 33618500.0}, {'date': Timestamp('2021-03-01 00:00:00'), 'volume': 33321600.0}, {'date': Timestamp('2021-01-01 00:00:00'), 'volume': 21755300.0}, {'date': Timestamp('2020-12-01 00:00:00'), 'volume': 16761600.0}, {'date': Timestamp('2020-09-01 00:00:00'), 'volume': 11418500.0}, {'date': Timestamp('2020-07-01 00:00:00'), 'volume': 8140500.0}, {'date': Timestamp('2020-06-01 00:00:00'), 'volume': 4322500.0}, {'date': Timestamp('2020-03-01 00:00:00'), 'volume': 2516900.0}, {'date': Timestamp('2020-02-01 00:00:00'), 'volume': 1388600.0}]",2026-08-01,71372226.0,5.809999942779541,1.0,81
AMSF,631252289.3496703,monthly,2026-08-01,5306959.0,0,3,6,"[{'date': Timestamp('2026-08-01 00:00:00'), 'volume': 5306959.0}, {'date': Timestamp('2026-03-01 00:00:00'), 'volume': 5219500.0}, {'date': Timestamp('2025-12-01 00:00:00'), 'volume': 3806600.0}, {'date': Timestamp('2024-03-01 00:00:00'), 'volume': 3796800.0}, {'date': Timestamp('2020-03-01 00:00:00'), 'volume': 2977600.0}, {'date': Timestamp('2020-02-01 00:00:00'), 'volume': 1946900.0}]",2026-08-01,5306959.0,27.64999961853028,1.0,81
TCBK,1720299839.9529412,monthly,2026-07-01,4418711.0,31,1,4,"[{'date': Timestamp('2026-07-01 00:00:00'), 'volume': 4418711.0}, {'date': Timestamp('2022-06-01 00:00:00'), 'volume': 4168500.0}, {'date': Timestamp('2020-03-01 00:00:00'), 'volume': 3532300.0}, {'date': Timestamp('2020-02-01 00:00:00'), 'volume': 1069500.0}]",2026-08-01,2298372.0,57.56999969482422,0.5201453546068073,81
FAC,1221670282.9381256,monthly,2026-06-01,13011000.0,61,3,5,"[{'date': Timestamp('2026-06-01 00:00:00'), 'volume': 13011000.0}, {'date': Timestamp('2025-12-01 00:00:00'), 'volume': 10025300.0}, {'date': Timestamp('2025-08-01 00:00:00'), 'volume': 2367200.0}, {'date': Timestamp('2025-07-01 00:00:00'), 'volume': 1718500.0}, {'date': Timestamp('2025-06-01 00:00:00'), 'volume': 859600.0}]",2026-08-01,3162024.0,5.159999847412109,0.2430269771731611,17
CUB,314375314.0,monthly,2026-06-01,4798848.0,61,1,2,"[{'date': Timestamp('2026-06-01 00:00:00'), 'volume': 4798848.0}, {'date': Timestamp('2024-08-01 00:00:00'), 'volume': 4385100.0}]",2026-08-01,1262823.0,10.850000381469728,0.2631512813075138,27
VIA,1421051747.437866,monthly,2026-06-01,29095200.0,61,4,4,"[{'date': Timestamp('2026-06-01 00:00:00'), 'volume': 29095200.0}, {'date': Timestamp('2026-03-01 00:00:00'), 'volume': 23070000.0}, {'date': Timestamp('2025-12-01 00:00:00'), 'volume': 14663500.0}, {'date': Timestamp('2025-09-01 00:00:00'), 'volume': 11689200.0}]",2026-08-01,9462801.0,26.190000534057617,0.3252358120927163,14
