ticker,timeframe,hvd_date,hvd_volume,days_since_hvd,hvd_count,all_hvd_details,latest_date,latest_volume,latest_close,volume_ratio,data_points
HLIT,daily,2026-05-22,12679000,0,20,"[{'date': Timestamp('2026-05-22 00:00:00'), 'volume': np.int64(12679000)}, {'date': Timestamp('2026-05-12 00:00:00'), 'volume': np.int64(7935300)}, {'date': Timestamp('2025-02-11 00:00:00'), 'volume': np.int64(7074900)}, {'date': Timestamp('2024-10-29 00:00:00'), 'volume': np.int64(7263100)}, {'date': Timestamp('2024-07-30 00:00:00'), 'volume': np.int64(6780700)}, {'date': Timestamp('2024-04-30 00:00:00'), 'volume': np.int64(7374800)}, {'date': Timestamp('2024-04-26 00:00:00'), 'volume': np.int64(7936100)}, {'date': Timestamp('2024-04-09 00:00:00'), 'volume': np.int64(6595800)}, {'date': Timestamp('2024-02-01 00:00:00'), 'volume': np.int64(6891300)}, {'date': Timestamp('2024-01-30 00:00:00'), 'volume': np.int64(10029300)}, {'date': Timestamp('2024-01-03 00:00:00'), 'volume': np.int64(5408700)}, {'date': Timestamp('2023-12-05 00:00:00'), 'volume': np.int64(5762300)}, {'date': Timestamp('2023-10-27 00:00:00'), 'volume': np.int64(5818400)}, {'date': Timestamp('2023-08-01 00:00:00'), 'volume': np.int64(11120400)}, {'date': Timestamp('2023-06-23 00:00:00'), 'volume': np.int64(5243300)}, {'date': Timestamp('2023-01-31 00:00:00'), 'volume': np.int64(8471900)}, {'date': Timestamp('2022-11-01 00:00:00'), 'volume': np.int64(5648500)}, {'date': Timestamp('2022-02-01 00:00:00'), 'volume': np.int64(6572700)}, {'date': Timestamp('2021-08-03 00:00:00'), 'volume': np.int64(5953200)}, {'date': Timestamp('2020-08-04 00:00:00'), 'volume': np.int64(5702600)}]",2026-05-22,12679000,15.199999809265137,1.0,1606
LION,daily,2026-05-22,11242700,0,20,"[{'date': Timestamp('2026-05-22 00:00:00'), 'volume': np.int64(11242700)}, {'date': Timestamp('2026-05-14 00:00:00'), 'volume': np.int64(6871500)}, {'date': Timestamp('2026-05-13 00:00:00'), 'volume': np.int64(6508100)}, {'date': Timestamp('2026-04-27 00:00:00'), 'volume': np.int64(6431700)}, {'date': Timestamp('2026-04-21 00:00:00'), 'volume': np.int64(7831400)}, {'date': Timestamp('2026-04-20 00:00:00'), 'volume': np.int64(7475200)}, {'date': Timestamp('2026-04-17 00:00:00'), 'volume': np.int64(9918100)}, {'date': Timestamp('2026-03-06 00:00:00'), 'volume': np.int64(7840000)}, {'date': Timestamp('2026-02-27 00:00:00'), 'volume': np.int64(6625300)}, {'date': Timestamp('2026-02-12 00:00:00'), 'volume': np.int64(5726600)}, {'date': Timestamp('2025-12-26 00:00:00'), 'volume': np.int64(5443800)}, {'date': Timestamp('2025-12-23 00:00:00'), 'volume': np.int64(8092900)}, {'date': Timestamp('2025-09-19 00:00:00'), 'volume': np.int64(5241200)}, {'date': Timestamp('2025-09-11 00:00:00'), 'volume': np.int64(9382900)}, {'date': Timestamp('2025-07-14 00:00:00'), 'volume': np.int64(6365100)}, {'date': Timestamp('2025-05-29 00:00:00'), 'volume': np.int64(6653100)}, {'date': Timestamp('2025-05-28 00:00:00'), 'volume': np.int64(6739100)}, {'date': Timestamp('2025-05-07 00:00:00'), 'volume': np.int64(5802300)}, {'date': Timestamp('2024-04-18 00:00:00'), 'volume': np.int64(6263600)}, {'date': Timestamp('2023-03-14 00:00:00'), 'volume': np.int64(5502600)}]",2026-05-22,11242700,14.949999809265137,1.0,1062
CAE,daily,2026-05-22,4668800,0,20,"[{'date': Timestamp('2026-05-22 00:00:00'), 'volume': np.int64(4668800)}, {'date': Timestamp('2026-04-27 00:00:00'), 'volume': np.int64(2129000)}, {'date': Timestamp('2026-04-21 00:00:00'), 'volume': np.int64(1511400)}, {'date': Timestamp('2026-03-31 00:00:00'), 'volume': np.int64(1527300)}, {'date': Timestamp('2026-02-13 00:00:00'), 'volume': np.int64(2062800)}, {'date': Timestamp('2025-11-12 00:00:00'), 'volume': np.int64(1629700)}, {'date': Timestamp('2025-09-19 00:00:00'), 'volume': np.int64(1527000)}, {'date': Timestamp('2025-08-13 00:00:00'), 'volume': np.int64(2921400)}, {'date': Timestamp('2025-02-14 00:00:00'), 'volume': np.int64(1855000)}, {'date': Timestamp('2024-11-13 00:00:00'), 'volume': np.int64(2118100)}, {'date': Timestamp('2024-09-26 00:00:00'), 'volume': np.int64(1936200)}, {'date': Timestamp('2024-05-22 00:00:00'), 'volume': np.int64(2248200)}, {'date': Timestamp('2024-02-16 00:00:00'), 'volume': np.int64(1598600)}, {'date': Timestamp('2024-02-14 00:00:00'), 'volume': np.int64(2094800)}, {'date': Timestamp('2023-11-29 00:00:00'), 'volume': np.int64(1501500)}, {'date': Timestamp('2022-04-29 00:00:00'), 'volume': np.int64(2005600)}, {'date': Timestamp('2021-03-10 00:00:00'), 'volume': np.int64(4414800)}, {'date': Timestamp('2021-01-15 00:00:00'), 'volume': np.int64(1477200)}, {'date': Timestamp('2020-04-17 00:00:00'), 'volume': np.int64(1763700)}, {'date': Timestamp('2020-03-27 00:00:00'), 'volume': np.int64(1552500)}]",2026-05-22,4668800,23.15999984741211,1.0,1606
FUTU,daily,2026-05-22,61222200,0,20,"[{'date': Timestamp('2026-05-22 00:00:00'), 'volume': np.int64(61222200)}, {'date': Timestamp('2024-10-03 00:00:00'), 'volume': np.int64(19437000)}, {'date': Timestamp('2024-10-02 00:00:00'), 'volume': np.int64(24604700)}, {'date': Timestamp('2022-12-30 00:00:00'), 'volume': np.int64(26943700)}, {'date': Timestamp('2022-06-06 00:00:00'), 'volume': np.int64(20593600)}, {'date': Timestamp('2022-03-18 00:00:00'), 'volume': np.int64(22944900)}, {'date': Timestamp('2022-03-16 00:00:00'), 'volume': np.int64(26597400)}, {'date': Timestamp('2022-03-15 00:00:00'), 'volume': np.int64(18669300)}, {'date': Timestamp('2022-03-14 00:00:00'), 'volume': np.int64(19228500)}, {'date': Timestamp('2021-10-28 00:00:00'), 'volume': np.int64(31946600)}, {'date': Timestamp('2021-10-18 00:00:00'), 'volume': np.int64(26160700)}, {'date': Timestamp('2021-10-15 00:00:00'), 'volume': np.int64(26796600)}, {'date': Timestamp('2021-10-14 00:00:00'), 'volume': np.int64(23000500)}, {'date': Timestamp('2021-04-20 00:00:00'), 'volume': np.int64(25562200)}, {'date': Timestamp('2021-03-29 00:00:00'), 'volume': np.int64(20899800)}, {'date': Timestamp('2021-03-16 00:00:00'), 'volume': np.int64(18874800)}, {'date': Timestamp('2021-03-05 00:00:00'), 'volume': np.int64(20319500)}, {'date': Timestamp('2021-02-16 00:00:00'), 'volume': np.int64(24735900)}, {'date': Timestamp('2021-02-10 00:00:00'), 'volume': np.int64(26579500)}, {'date': Timestamp('2021-02-09 00:00:00'), 'volume': np.int64(18154700)}]",2026-05-22,61222200,89.76000213623047,1.0,1606
AKTX,daily,2026-05-22,33808000,0,20,"[{'date': Timestamp('2026-05-22 00:00:00'), 'volume': np.int64(33808000)}, {'date': Timestamp('2026-05-21 00:00:00'), 'volume': np.int64(6266300)}, {'date': Timestamp('2026-01-26 00:00:00'), 'volume': np.int64(1142700)}, {'date': Timestamp('2025-12-31 00:00:00'), 'volume': np.int64(836700)}, {'date': Timestamp('2025-12-30 00:00:00'), 'volume': np.int64(974800)}, {'date': Timestamp('2025-12-26 00:00:00'), 'volume': np.int64(1076100)}, {'date': Timestamp('2025-12-24 00:00:00'), 'volume': np.int64(1514600)}, {'date': Timestamp('2025-12-23 00:00:00'), 'volume': np.int64(1316500)}, {'date': Timestamp('2025-12-22 00:00:00'), 'volume': np.int64(1593000)}, {'date': Timestamp('2025-12-19 00:00:00'), 'volume': np.int64(1829900)}, {'date': Timestamp('2025-12-18 00:00:00'), 'volume': np.int64(13339700)}, {'date': Timestamp('2025-12-17 00:00:00'), 'volume': np.int64(1931800)}, {'date': Timestamp('2025-12-16 00:00:00'), 'volume': np.int64(3400700)}, {'date': Timestamp('2025-12-10 00:00:00'), 'volume': np.int64(815900)}, {'date': Timestamp('2025-12-09 00:00:00'), 'volume': np.int64(6054200)}, {'date': Timestamp('2025-12-02 00:00:00'), 'volume': np.int64(16389100)}, {'date': Timestamp('2025-11-05 00:00:00'), 'volume': np.int64(908300)}, {'date': Timestamp('2025-11-04 00:00:00'), 'volume': np.int64(5560300)}, {'date': Timestamp('2025-09-24 00:00:00'), 'volume': np.int64(3676900)}, {'date': Timestamp('2025-09-17 00:00:00'), 'volume': np.int64(3429800)}]",2026-05-22,33808000,18.270000457763672,1.0,1606
BORR,daily,2026-05-21,30661300,1,20,"[{'date': Timestamp('2026-05-21 00:00:00'), 'volume': np.int64(30661300)}, {'date': Timestamp('2026-04-28 00:00:00'), 'volume': np.int64(12383500)}, {'date': Timestamp('2026-04-15 00:00:00'), 'volume': np.int64(17454900)}, {'date': Timestamp('2026-03-17 00:00:00'), 'volume': np.int64(12581500)}, {'date': Timestamp('2026-02-17 00:00:00'), 'volume': np.int64(12225600)}, {'date': Timestamp('2026-02-04 00:00:00'), 'volume': np.int64(14760000)}, {'date': Timestamp('2025-12-09 00:00:00'), 'volume': np.int64(14516400)}, {'date': Timestamp('2025-10-23 00:00:00'), 'volume': np.int64(13436000)}, {'date': Timestamp('2025-08-13 00:00:00'), 'volume': np.int64(13943200)}, {'date': Timestamp('2025-05-27 00:00:00'), 'volume': np.int64(12543800)}, {'date': Timestamp('2025-05-01 00:00:00'), 'volume': np.int64(12891300)}, {'date': Timestamp('2025-04-09 00:00:00'), 'volume': np.int64(15399600)}, {'date': Timestamp('2025-04-08 00:00:00'), 'volume': np.int64(15468100)}, {'date': Timestamp('2025-02-18 00:00:00'), 'volume': np.int64(14354000)}, {'date': Timestamp('2024-06-28 00:00:00'), 'volume': np.int64(12035400)}, {'date': Timestamp('2022-06-24 00:00:00'), 'volume': np.int64(16867500)}, {'date': Timestamp('2020-11-10 00:00:00'), 'volume': np.int64(14572150)}, {'date': Timestamp('2020-06-09 00:00:00'), 'volume': np.int64(12870800)}, {'date': Timestamp('2020-06-08 00:00:00'), 'volume': np.int64(28826550)}, {'date': Timestamp('2020-06-05 00:00:00'), 'volume': np.int64(12155200)}]",2026-05-22,11536800,5.519999980926514,0.37626584652314154,1606
ODV,daily,2026-05-21,64460800,1,20,"[{'date': Timestamp('2026-05-22 00:00:00'), 'volume': np.int64(4686800)}, {'date': Timestamp('2026-05-21 00:00:00'), 'volume': np.int64(64460800)}, {'date': Timestamp('2026-03-23 00:00:00'), 'volume': np.int64(3432300)}, {'date': Timestamp('2026-03-20 00:00:00'), 'volume': np.int64(9439800)}, {'date': Timestamp('2026-03-19 00:00:00'), 'volume': np.int64(5011800)}, {'date': Timestamp('2026-03-18 00:00:00'), 'volume': np.int64(4306400)}, {'date': Timestamp('2026-03-16 00:00:00'), 'volume': np.int64(3484500)}, {'date': Timestamp('2026-02-24 00:00:00'), 'volume': np.int64(3652500)}, {'date': Timestamp('2026-02-13 00:00:00'), 'volume': np.int64(3621600)}, {'date': Timestamp('2026-02-11 00:00:00'), 'volume': np.int64(3455500)}, {'date': Timestamp('2026-02-09 00:00:00'), 'volume': np.int64(3943300)}, {'date': Timestamp('2026-02-04 00:00:00'), 'volume': np.int64(3966900)}, {'date': Timestamp('2026-02-03 00:00:00'), 'volume': np.int64(5816300)}, {'date': Timestamp('2026-01-30 00:00:00'), 'volume': np.int64(4521300)}, {'date': Timestamp('2026-01-29 00:00:00'), 'volume': np.int64(4400300)}, {'date': Timestamp('2026-01-28 00:00:00'), 'volume': np.int64(7157300)}, {'date': Timestamp('2026-01-27 00:00:00'), 'volume': np.int64(9281400)}, {'date': Timestamp('2025-10-16 00:00:00'), 'volume': np.int64(4147000)}, {'date': Timestamp('2025-10-09 00:00:00'), 'volume': np.int64(4327200)}, {'date': Timestamp('2025-03-19 00:00:00'), 'volume': np.int64(4300400)}]",2026-05-22,4686800,2.690000057220459,0.07270775416997617,1606
FCEL,daily,2026-05-21,22359700,1,20,"[{'date': Timestamp('2026-05-22 00:00:00'), 'volume': np.int64(12014400)}, {'date': Timestamp('2026-05-21 00:00:00'), 'volume': np.int64(22359700)}, {'date': Timestamp('2026-05-20 00:00:00'), 'volume': np.int64(16049400)}, {'date': Timestamp('2026-05-18 00:00:00'), 'volume': np.int64(15640800)}, {'date': Timestamp('2026-05-15 00:00:00'), 'volume': np.int64(15082600)}, {'date': Timestamp('2026-05-14 00:00:00'), 'volume': np.int64(13266000)}, {'date': Timestamp('2026-05-13 00:00:00'), 'volume': np.int64(17601300)}, {'date': Timestamp('2026-05-12 00:00:00'), 'volume': np.int64(16460400)}, {'date': Timestamp('2026-05-11 00:00:00'), 'volume': np.int64(13177200)}, {'date': Timestamp('2026-05-05 00:00:00'), 'volume': np.int64(10871700)}, {'date': Timestamp('2026-05-01 00:00:00'), 'volume': np.int64(10307900)}, {'date': Timestamp('2026-04-30 00:00:00'), 'volume': np.int64(13818300)}, {'date': Timestamp('2026-04-29 00:00:00'), 'volume': np.int64(18658900)}, {'date': Timestamp('2026-04-23 00:00:00'), 'volume': np.int64(10351600)}, {'date': Timestamp('2026-04-22 00:00:00'), 'volume': np.int64(17058100)}, {'date': Timestamp('2026-04-21 00:00:00'), 'volume': np.int64(18824000)}, {'date': Timestamp('2025-12-18 00:00:00'), 'volume': np.int64(12939000)}, {'date': Timestamp('2025-10-31 00:00:00'), 'volume': np.int64(15883500)}, {'date': Timestamp('2025-06-06 00:00:00'), 'volume': np.int64(12060400)}, {'date': Timestamp('2024-11-15 00:00:00'), 'volume': np.int64(13371600)}]",2026-05-22,12014400,25.01000022888184,0.5373238460265567,1606
TECTP,daily,2026-02-10,127100,1,20,"[{'date': Timestamp('2026-02-10 00:00:00'), 'volume': np.int64(127100)}, {'date': Timestamp('2026-02-06 00:00:00'), 'volume': np.int64(28200)}, {'date': Timestamp('2026-02-05 00:00:00'), 'volume': np.int64(27300)}, {'date': Timestamp('2026-01-07 00:00:00'), 'volume': np.int64(29400)}, {'date': Timestamp('2026-01-06 00:00:00'), 'volume': np.int64(99900)}, {'date': Timestamp('2026-01-05 00:00:00'), 'volume': np.int64(33100)}, {'date': Timestamp('2025-10-16 00:00:00'), 'volume': np.int64(28100)}, {'date': Timestamp('2025-04-29 00:00:00'), 'volume': np.int64(46800)}, {'date': Timestamp('2024-11-06 00:00:00'), 'volume': np.int64(35000)}, {'date': Timestamp('2024-09-25 00:00:00'), 'volume': np.int64(38000)}, {'date': Timestamp('2024-01-03 00:00:00'), 'volume': np.int64(36900)}, {'date': Timestamp('2023-03-17 00:00:00'), 'volume': np.int64(36200)}, {'date': Timestamp('2023-02-01 00:00:00'), 'volume': np.int64(47200)}, {'date': Timestamp('2022-05-27 00:00:00'), 'volume': np.int64(30100)}, {'date': Timestamp('2022-01-05 00:00:00'), 'volume': np.int64(33900)}, {'date': Timestamp('2021-12-03 00:00:00'), 'volume': np.int64(33000)}, {'date': Timestamp('2021-07-06 00:00:00'), 'volume': np.int64(41700)}, {'date': Timestamp('2021-03-08 00:00:00'), 'volume': np.int64(50300)}, {'date': Timestamp('2020-07-01 00:00:00'), 'volume': np.int64(41600)}, {'date': Timestamp('2020-06-24 00:00:00'), 'volume': np.int64(74900)}]",2026-02-11,24000,9.989999771118164,0.1888276947285602,1536
INTU,daily,2026-05-21,22353500,1,20,"[{'date': Timestamp('2026-05-22 00:00:00'), 'volume': np.int64(12469600)}, {'date': Timestamp('2026-05-21 00:00:00'), 'volume': np.int64(22353500)}, {'date': Timestamp('2026-05-20 00:00:00'), 'volume': np.int64(6778300)}, {'date': Timestamp('2026-04-10 00:00:00'), 'volume': np.int64(7791200)}, {'date': Timestamp('2026-04-09 00:00:00'), 'volume': np.int64(7471800)}, {'date': Timestamp('2026-03-06 00:00:00'), 'volume': np.int64(5508900)}, {'date': Timestamp('2026-03-05 00:00:00'), 'volume': np.int64(7369500)}, {'date': Timestamp('2026-03-03 00:00:00'), 'volume': np.int64(5902600)}, {'date': Timestamp('2026-03-02 00:00:00'), 'volume': np.int64(5673400)}, {'date': Timestamp('2026-02-27 00:00:00'), 'volume': np.int64(8184700)}, {'date': Timestamp('2026-02-26 00:00:00'), 'volume': np.int64(9787200)}, {'date': Timestamp('2026-02-24 00:00:00'), 'volume': np.int64(6576000)}, {'date': Timestamp('2026-02-23 00:00:00'), 'volume': np.int64(5495900)}, {'date': Timestamp('2026-02-11 00:00:00'), 'volume': np.int64(6084800)}, {'date': Timestamp('2026-02-04 00:00:00'), 'volume': np.int64(6971000)}, {'date': Timestamp('2026-02-03 00:00:00'), 'volume': np.int64(7569100)}, {'date': Timestamp('2026-01-29 00:00:00'), 'volume': np.int64(5915400)}, {'date': Timestamp('2025-08-22 00:00:00'), 'volume': np.int64(6368800)}, {'date': Timestamp('2023-05-31 00:00:00'), 'volume': np.int64(6180600)}, {'date': Timestamp('2023-05-24 00:00:00'), 'volume': np.int64(6664400)}]",2026-05-22,12469600,319.94000244140625,0.5578365804012795,1606
