Symbol,market_cap,timeframe,HVE_date_1,HVE_vol_1,HVE_date_2,HVE_vol_2,HVE_date_3,HVE_vol_3,HVE_date_4,HVE_vol_4,HVE_date_5,HVE_vol_5,HVE_date_6,HVE_vol_6,HVE_date_7,HVE_vol_7,HVE_date_8,HVE_vol_8,HVE_date_9,HVE_vol_9,HVE_date_10,HVE_vol_10
BELFA,4291331386.026283,monthly,2026-08-01,2203887,2026-04-01,1708300.0,2026-03-01,1558400.0,2026-01-01,1335300.0,2025-12-01,577000.0,2025-11-01,538900.0,2024-06-01,517700.0,2024-05-01,272700.0,2023-07-01,221800.0,2023-01-01,207800.0
ONCH,221015619.9951172,monthly,2026-08-01,2113301,2026-03-01,1574400.0,2026-02-01,1446400.0,2026-01-01,1427300.0,2025-12-01,752100.0,2025-11-01,717700.0,2025-10-01,571800.0,2025-09-01,483200.0,,,,
CAI,5229593062.780748,monthly,2026-08-01,63832908,2026-03-01,60025600.0,2025-12-01,56194600.0,2025-11-01,32852700.0,2025-06-01,27860600.0,,,,,,,,,,
GSHR,213540893.62877697,monthly,2026-08-01,1242124,2025-05-01,731700.0,,,,,,,,,,,,,,,,
CLBT,3432291945.425178,monthly,2026-08-01,62376265,2025-02-01,54578900.0,2024-08-01,38014500.0,2024-07-01,33143000.0,2024-06-01,26012600.0,2024-03-01,21972800.0,2023-12-01,21658200.0,2021-04-01,17587400.0,2021-03-01,8510500.0,2021-01-01,7921900.0
MATW,850266450.066439,monthly,2026-08-01,9533242,2020-07-01,7250200.0,2020-06-01,6461100.0,2020-03-01,5720000.0,2020-02-01,2450900.0,,,,,,,,,,
PAL,199666835.70563385,monthly,2026-08-01,11729235,2024-10-01,10448100.0,2024-09-01,6204900.0,2024-05-01,5824600.0,,,,,,,,,,,,
CHYM,7742308911.675972,monthly,2026-08-01,129322562,2026-03-01,120353300.0,2025-11-01,97837100.0,2025-06-01,94703900.0,,,,,,,,,,,,
RBKB,194245964.9170052,monthly,2026-08-01,1507131,2025-06-01,944600.0,2023-12-01,525900.0,2023-05-01,307500.0,2021-05-01,300700.0,2021-02-01,226900.0,2020-08-01,225500.0,2020-04-01,171800.0,2020-03-01,170200.0,2020-02-01,133300.0
DOCS,3818368359.29471,monthly,2026-08-01,131758626,2026-05-01,95960201.0,2022-05-01,76523700.0,2021-11-01,73790000.0,2021-08-01,49123800.0,2021-06-01,32938000.0,,,,,,,,
CCB,1177970457.9621162,monthly,2026-08-01,4228298,2026-03-01,3435800.0,2025-03-01,3114900.0,2024-12-01,2894000.0,2023-03-01,2114600.0,2022-11-01,1290000.0,2022-08-01,1226700.0,2021-12-01,1213100.0,2021-03-01,830800.0,2020-03-01,630600.0
TCI,430669929.4515123,monthly,2026-08-01,728277,2021-06-01,275300.0,2021-05-01,193200.0,2020-06-01,94900.0,2020-03-01,64700.0,2020-02-01,18700.0,,,,,,,,
BOTJ,111357212.65507364,monthly,2026-08-01,539560,2021-07-01,337600.0,2021-06-01,249770.0,2021-05-01,141460.0,2020-04-01,122540.0,2020-02-01,109890.0,,,,,,,,
RDVT,850485779.7317681,monthly,2026-08-01,4280101,2025-05-01,3765200.0,2020-03-01,3186300.0,2020-02-01,1211500.0,,,,,,,,,,,,
AHCO,1399997303.1137724,monthly,2026-08-01,71372226,2022-08-01,67473900.0,2022-05-01,33618500.0,2021-03-01,33321600.0,2021-01-01,21755300.0,2020-12-01,16761600.0,2020-09-01,11418500.0,2020-07-01,8140500.0,2020-06-01,4322500.0,2020-03-01,2516900.0
AMSF,631252289.3496703,monthly,2026-08-01,5306959,2026-03-01,5219500.0,2025-12-01,3806600.0,2024-03-01,3796800.0,2020-03-01,2977600.0,2020-02-01,1946900.0,,,,,,,,
CLBK,2170654777.113546,monthly,2026-08-01,66127939,2020-03-01,7761100.0,2020-02-01,3081100.0,,,,,,,,,,,,,,
INTG,99404045.40027386,monthly,2026-08-01,1143863,2026-04-01,755400.0,2026-01-01,390500.0,2025-10-01,330800.0,2021-06-01,256400.0,2021-03-01,76400.0,2020-03-01,74100.0,2020-02-01,18800.0,,,,
FA,3056790242.695704,monthly,2026-08-01,38023052,2025-04-01,31696700.0,2021-11-01,28529600.0,2021-09-01,16478100.0,2021-06-01,14254900.0,,,,,,,,,,
RNW,2254383196.4740973,monthly,2026-08-01,45299093,2025-12-01,42944300.0,2022-03-01,36494500.0,2021-10-01,31746700.0,2021-02-01,30794900.0,,,,,,,,,,
LMAT,2185901654.7835617,monthly,2026-08-01,6523916,2026-03-01,6022400.0,2025-03-01,5934200.0,2024-12-01,4459100.0,2020-03-01,3924900.0,2020-02-01,3501700.0,,,,,,,,
