ticker,market_cap,timeframe,hv1y_date,hv1y_volume,days_since_hv1y,hv1y_occ_1y,total_hv1y_count,is_hv1y_also_hve,hv1y_to_hve_ratio,all_hv1y_details
ABNB,87729727724.71666,weekly,2026-08-10,36635137.0,0,6,6,False,0.3470255188549669,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 36635137.0}, {'date': Timestamp('2025-11-03 00:00:00'), 'volume': 36210900.0}, {'date': Timestamp('2025-09-15 00:00:00'), 'volume': 30485900.0}, {'date': Timestamp('2025-09-08 00:00:00'), 'volume': 23650800.0}, {'date': Timestamp('2025-09-01 00:00:00'), 'volume': 20984400.0}, {'date': Timestamp('2025-08-18 00:00:00'), 'volume': 19501600.0}]"
DUK,100100151456.73828,weekly,2026-08-10,32644165.0,0,9,9,False,0.9170945801681124,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 32644165.0}, {'date': Timestamp('2026-03-09 00:00:00'), 'volume': 30035800.0}, {'date': Timestamp('2026-02-09 00:00:00'), 'volume': 29541900.0}, {'date': Timestamp('2026-01-24 00:00:00'), 'volume': 23133300.0}, {'date': Timestamp('2025-12-13 00:00:00'), 'volume': 22965800.0}, {'date': Timestamp('2025-11-01 00:00:00'), 'volume': 20489300.0}, {'date': Timestamp('2025-09-27 00:00:00'), 'volume': 16279700.0}, {'date': Timestamp('2025-09-13 00:00:00'), 'volume': 16181800.0}, {'date': Timestamp('2025-08-23 00:00:00'), 'volume': 12764800.0}]"
MNST,94260424183.00156,weekly,2026-08-10,43841106.0,0,5,5,False,0.3058501149001896,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 43841106.0}, {'date': Timestamp('2026-01-31 00:00:00'), 'volume': 42934000.0}, {'date': Timestamp('2025-11-01 00:00:00'), 'volume': 39316900.0}, {'date': Timestamp('2025-09-13 00:00:00'), 'volume': 38456800.0}, {'date': Timestamp('2025-08-23 00:00:00'), 'volume': 25023900.0}]"
TSCO,16368073451.15252,weekly,2026-08-10,91897921.0,0,10,10,True,1.0,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 91897921.0}, {'date': Timestamp('2026-06-22 00:00:00'), 'volume': 89921400.0}, {'date': Timestamp('2026-05-04 00:00:00'), 'volume': 87683700.0}, {'date': Timestamp('2026-04-20 00:00:00'), 'volume': 75705500.0}, {'date': Timestamp('2026-01-24 00:00:00'), 'volume': 63811700.0}, {'date': Timestamp('2026-01-03 00:00:00'), 'volume': 50104500.0}, {'date': Timestamp('2025-10-18 00:00:00'), 'volume': 35812600.0}, {'date': Timestamp('2025-09-13 00:00:00'), 'volume': 26000500.0}, {'date': Timestamp('2025-09-06 00:00:00'), 'volume': 20520700.0}, {'date': Timestamp('2025-08-23 00:00:00'), 'volume': 20051500.0}]"
EQR,25620053766.682148,weekly,2026-08-10,27192628.0,0,6,6,False,0.9218589986981992,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 27192628.0}, {'date': Timestamp('2026-02-09 00:00:00'), 'volume': 21742400.0}, {'date': Timestamp('2025-10-25 00:00:00'), 'volume': 19019200.0}, {'date': Timestamp('2025-10-11 00:00:00'), 'volume': 14870100.0}, {'date': Timestamp('2025-09-13 00:00:00'), 'volume': 13763600.0}, {'date': Timestamp('2025-08-23 00:00:00'), 'volume': 11073300.0}]"
WEC,38712496668.415474,weekly,2026-08-10,17021342.0,0,7,7,False,0.6891789618592599,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 17021342.0}, {'date': Timestamp('2026-01-31 00:00:00'), 'volume': 16568800.0}, {'date': Timestamp('2025-10-25 00:00:00'), 'volume': 16453400.0}, {'date': Timestamp('2025-09-27 00:00:00'), 'volume': 11522000.0}, {'date': Timestamp('2025-09-13 00:00:00'), 'volume': 11123900.0}, {'date': Timestamp('2025-09-06 00:00:00'), 'volume': 10934600.0}, {'date': Timestamp('2025-08-23 00:00:00'), 'volume': 8995400.0}]"
SIMO,10916119492.0,weekly,2026-08-10,10812450.0,0,11,11,False,0.330189457097312,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 10812450.0}, {'date': Timestamp('2026-07-27 00:00:00'), 'volume': 10280095.0}, {'date': Timestamp('2026-04-27 00:00:00'), 'volume': 9898600.0}, {'date': Timestamp('2026-01-05 00:00:00'), 'volume': 6942600.0}, {'date': Timestamp('2025-10-27 00:00:00'), 'volume': 3148900.0}, {'date': Timestamp('2025-10-06 00:00:00'), 'volume': 3011800.0}, {'date': Timestamp('2025-09-29 00:00:00'), 'volume': 2165700.0}, {'date': Timestamp('2025-09-22 00:00:00'), 'volume': 2019000.0}, {'date': Timestamp('2025-09-08 00:00:00'), 'volume': 1980200.0}, {'date': Timestamp('2025-08-25 00:00:00'), 'volume': 1229300.0}, {'date': Timestamp('2025-08-18 00:00:00'), 'volume': 900300.0}]"
AVB,26972715814.51673,weekly,2026-08-10,11410794.0,0,7,7,True,1.0,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 11410794.0}, {'date': Timestamp('2026-01-31 00:00:00'), 'volume': 7494300.0}, {'date': Timestamp('2026-01-24 00:00:00'), 'volume': 6651500.0}, {'date': Timestamp('2025-12-06 00:00:00'), 'volume': 6227000.0}, {'date': Timestamp('2025-10-25 00:00:00'), 'volume': 5741700.0}, {'date': Timestamp('2025-09-13 00:00:00'), 'volume': 5381300.0}, {'date': Timestamp('2025-08-23 00:00:00'), 'volume': 4330700.0}]"
AAOI,10888140572.174969,weekly,2026-08-10,88930608.0,0,9,9,True,1.0,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 88930608.0}, {'date': Timestamp('2026-06-08 00:00:00'), 'volume': 86050700.0}, {'date': Timestamp('2026-04-06 00:00:00'), 'volume': 83125700.0}, {'date': Timestamp('2026-03-02 00:00:00'), 'volume': 80029000.0}, {'date': Timestamp('2026-02-23 00:00:00'), 'volume': 44480200.0}, {'date': Timestamp('2026-01-26 00:00:00'), 'volume': 38667800.0}, {'date': Timestamp('2025-12-08 00:00:00'), 'volume': 37164600.0}, {'date': Timestamp('2025-10-06 00:00:00'), 'volume': 35745400.0}, {'date': Timestamp('2025-08-18 00:00:00'), 'volume': 29579400.0}]"
TRMB,11818754013.744028,weekly,2026-08-10,21827641.0,0,9,9,False,0.3546441963995581,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 21827641.0}, {'date': Timestamp('2026-06-15 00:00:00'), 'volume': 19260400.0}, {'date': Timestamp('2026-02-09 00:00:00'), 'volume': 16711300.0}, {'date': Timestamp('2026-01-31 00:00:00'), 'volume': 13049700.0}, {'date': Timestamp('2026-01-24 00:00:00'), 'volume': 11984500.0}, {'date': Timestamp('2026-01-17 00:00:00'), 'volume': 10684000.0}, {'date': Timestamp('2025-12-13 00:00:00'), 'volume': 8679200.0}, {'date': Timestamp('2025-09-27 00:00:00'), 'volume': 8258400.0}, {'date': Timestamp('2025-08-23 00:00:00'), 'volume': 8089100.0}]"
