ticker,market_cap,timeframe,hve_date,hve_volume,days_since_hve,hve_occ_1y,total_hve_count,all_hve_details,latest_date,latest_volume,latest_close,volume_ratio,data_points
CRWV,52691185647.90016,daily,2026-08-12,87308400.0,2,5,8,"[{'date': Timestamp('2026-08-12 00:00:00'), 'volume': 87308400.0}, {'date': Timestamp('2026-04-10 00:00:00'), 'volume': 83416500.0}, {'date': Timestamp('2025-11-11 00:00:00'), 'volume': 76900400.0}, {'date': Timestamp('2025-09-30 00:00:00'), 'volume': 71176800.0}, {'date': Timestamp('2025-09-10 00:00:00'), 'volume': 70127000.0}, {'date': Timestamp('2025-05-21 00:00:00'), 'volume': 61681600.0}, {'date': Timestamp('2025-04-02 00:00:00'), 'volume': 52666800.0}, {'date': Timestamp('2025-03-28 00:00:00'), 'volume': 41091100.0}]",2026-08-14,33283000.0,105.26000213623048,0.3812118879741239,347
EA,51466740216.93206,daily,2026-08-04,48713698.0,6,2,12,"[{'date': Timestamp('2026-08-04 00:00:00'), 'volume': 48713698.0}, {'date': Timestamp('2025-09-29 00:00:00'), 'volume': 22698500.0}, {'date': Timestamp('2025-01-23 00:00:00'), 'volume': 17146900.0}, {'date': Timestamp('2023-02-01 00:00:00'), 'volume': 14492300.0}, {'date': Timestamp('2020-11-06 00:00:00'), 'volume': 12151100.0}, {'date': Timestamp('2020-03-23 00:00:00'), 'volume': 8149000.0}, {'date': Timestamp('2020-03-18 00:00:00'), 'volume': 7073400.0}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': 6995800.0}, {'date': Timestamp('2020-01-30 00:00:00'), 'volume': 3838500.0}, {'date': Timestamp('2020-01-17 00:00:00'), 'volume': 3053300.0}, {'date': Timestamp('2020-01-06 00:00:00'), 'volume': 2934200.0}, {'date': Timestamp('2020-01-02 00:00:00'), 'volume': 1901000.0}]",2026-08-10,0.0,209.6999969482422,0.0,1658
FERG,46275505918.77455,daily,2026-08-04,46181600.0,10,1,21,"[{'date': Timestamp('2026-08-04 00:00:00'), 'volume': 46181600.0}, {'date': Timestamp('2022-11-30 00:00:00'), 'volume': 22950300.0}, {'date': Timestamp('2022-11-29 00:00:00'), 'volume': 2975000.0}, {'date': Timestamp('2022-11-11 00:00:00'), 'volume': 2806900.0}, {'date': Timestamp('2022-05-11 00:00:00'), 'volume': 2803100.0}, {'date': Timestamp('2022-05-06 00:00:00'), 'volume': 989900.0}, {'date': Timestamp('2022-04-08 00:00:00'), 'volume': 842500.0}, {'date': Timestamp('2022-03-08 00:00:00'), 'volume': 828200.0}, {'date': Timestamp('2022-03-04 00:00:00'), 'volume': 639100.0}, {'date': Timestamp('2022-03-03 00:00:00'), 'volume': 170800.0}, {'date': Timestamp('2022-03-02 00:00:00'), 'volume': 151700.0}, {'date': Timestamp('2021-12-21 00:00:00'), 'volume': 82500.0}, {'date': Timestamp('2021-12-15 00:00:00'), 'volume': 82000.0}, {'date': Timestamp('2021-04-30 00:00:00'), 'volume': 71500.0}, {'date': Timestamp('2021-04-01 00:00:00'), 'volume': 64100.0}, {'date': Timestamp('2021-03-10 00:00:00'), 'volume': 45100.0}, {'date': Timestamp('2021-03-09 00:00:00'), 'volume': 26500.0}, {'date': Timestamp('2020-12-11 00:00:00'), 'volume': 25100.0}, {'date': Timestamp('2020-02-07 00:00:00'), 'volume': 8700.0}, {'date': Timestamp('2020-01-03 00:00:00'), 'volume': 2900.0}, {'date': Timestamp('2020-01-02 00:00:00'), 'volume': 300.0}]",2026-08-14,1268200.0,244.94000244140625,0.0274611533597796,1663
TW,22073153141.01333,daily,2026-07-30,7273000.0,15,1,9,"[{'date': Timestamp('2026-07-30 00:00:00'), 'volume': 7273000.0}, {'date': Timestamp('2020-06-26 00:00:00'), 'volume': 5371700.0}, {'date': Timestamp('2020-05-29 00:00:00'), 'volume': 5176700.0}, {'date': Timestamp('2020-04-23 00:00:00'), 'volume': 4264800.0}, {'date': Timestamp('2020-02-14 00:00:00'), 'volume': 2442100.0}, {'date': Timestamp('2020-02-12 00:00:00'), 'volume': 1615100.0}, {'date': Timestamp('2020-01-08 00:00:00'), 'volume': 1510900.0}, {'date': Timestamp('2020-01-07 00:00:00'), 'volume': 637600.0}, {'date': Timestamp('2020-01-02 00:00:00'), 'volume': 442200.0}]",2026-08-14,836800.0,106.29000091552734,0.115055685411797,1662
MAS,16132703096.781109,daily,2026-07-29,9251900.0,16,2,7,"[{'date': Timestamp('2026-07-29 00:00:00'), 'volume': 9251900.0}, {'date': Timestamp('2026-04-22 00:00:00'), 'volume': 8456500.0}, {'date': Timestamp('2024-03-15 00:00:00'), 'volume': 8228800.0}, {'date': Timestamp('2020-02-11 00:00:00'), 'volume': 8008200.0}, {'date': Timestamp('2020-01-16 00:00:00'), 'volume': 3335900.0}, {'date': Timestamp('2020-01-06 00:00:00'), 'volume': 3314500.0}, {'date': Timestamp('2020-01-02 00:00:00'), 'volume': 2145600.0}]",2026-08-14,1484300.0,74.33000183105469,0.1604319112830877,1663
SUI,14941729718.713106,daily,2026-07-28,5431600.0,17,1,10,"[{'date': Timestamp('2026-07-28 00:00:00'), 'volume': 5431600.0}, {'date': Timestamp('2024-11-07 00:00:00'), 'volume': 4749600.0}, {'date': Timestamp('2021-03-05 00:00:00'), 'volume': 4143700.0}, {'date': Timestamp('2020-10-01 00:00:00'), 'volume': 3122600.0}, {'date': Timestamp('2020-04-29 00:00:00'), 'volume': 2239600.0}, {'date': Timestamp('2020-03-20 00:00:00'), 'volume': 1916400.0}, {'date': Timestamp('2020-03-17 00:00:00'), 'volume': 1141500.0}, {'date': Timestamp('2020-02-28 00:00:00'), 'volume': 1084100.0}, {'date': Timestamp('2020-01-06 00:00:00'), 'volume': 723400.0}, {'date': Timestamp('2020-01-02 00:00:00'), 'volume': 395300.0}]",2026-08-14,2697600.0,123.29000091552734,0.4966492377936519,1663
GLW,190243984949.3211,daily,2026-07-28,46023200.0,17,2,13,"[{'date': Timestamp('2026-07-28 00:00:00'), 'volume': 46023200.0}, {'date': Timestamp('2026-06-26 00:00:00'), 'volume': 45397500.0}, {'date': Timestamp('2024-07-08 00:00:00'), 'volume': 35464500.0}, {'date': Timestamp('2023-06-16 00:00:00'), 'volume': 21262900.0}, {'date': Timestamp('2023-04-21 00:00:00'), 'volume': 17674700.0}, {'date': Timestamp('2022-10-25 00:00:00'), 'volume': 15604600.0}, {'date': Timestamp('2020-03-09 00:00:00'), 'volume': 15034700.0}, {'date': Timestamp('2020-02-28 00:00:00'), 'volume': 13670400.0}, {'date': Timestamp('2020-01-29 00:00:00'), 'volume': 12837000.0}, {'date': Timestamp('2020-01-28 00:00:00'), 'volume': 10978900.0}, {'date': Timestamp('2020-01-08 00:00:00'), 'volume': 8429600.0}, {'date': Timestamp('2020-01-03 00:00:00'), 'volume': 6977700.0}, {'date': Timestamp('2020-01-02 00:00:00'), 'volume': 5627500.0}]",2026-08-14,8301600.0,165.99000549316406,0.1803785916668115,1663
LFUS,11439688728.25045,daily,2026-07-28,1101300.0,17,3,15,"[{'date': Timestamp('2026-07-28 00:00:00'), 'volume': 1101300.0}, {'date': Timestamp('2026-05-15 00:00:00'), 'volume': 935900.0}, {'date': Timestamp('2026-02-19 00:00:00'), 'volume': 807500.0}, {'date': Timestamp('2025-04-03 00:00:00'), 'volume': 752000.0}, {'date': Timestamp('2021-09-17 00:00:00'), 'volume': 628300.0}, {'date': Timestamp('2021-03-19 00:00:00'), 'volume': 388000.0}, {'date': Timestamp('2020-03-17 00:00:00'), 'volume': 355100.0}, {'date': Timestamp('2020-03-12 00:00:00'), 'volume': 341900.0}, {'date': Timestamp('2020-01-29 00:00:00'), 'volume': 271100.0}, {'date': Timestamp('2020-01-23 00:00:00'), 'volume': 199500.0}, {'date': Timestamp('2020-01-22 00:00:00'), 'volume': 191200.0}, {'date': Timestamp('2020-01-14 00:00:00'), 'volume': 181100.0}, {'date': Timestamp('2020-01-06 00:00:00'), 'volume': 171900.0}, {'date': Timestamp('2020-01-03 00:00:00'), 'volume': 85000.0}, {'date': Timestamp('2020-01-02 00:00:00'), 'volume': 65400.0}]",2026-08-14,195600.0,457.5700073242188,0.17760828112231,1663
ALLE,12006098955.729635,daily,2026-07-23,3968900.0,22,2,19,"[{'date': Timestamp('2026-07-23 00:00:00'), 'volume': 3968900.0}, {'date': Timestamp('2025-09-19 00:00:00'), 'volume': 3246000.0}, {'date': Timestamp('2024-06-28 00:00:00'), 'volume': 2983300.0}, {'date': Timestamp('2023-04-26 00:00:00'), 'volume': 2946600.0}, {'date': Timestamp('2022-09-16 00:00:00'), 'volume': 2627200.0}, {'date': Timestamp('2022-02-16 00:00:00'), 'volume': 1991400.0}, {'date': Timestamp('2021-09-17 00:00:00'), 'volume': 1796700.0}, {'date': Timestamp('2020-10-02 00:00:00'), 'volume': 1666000.0}, {'date': Timestamp('2020-07-23 00:00:00'), 'volume': 1622500.0}, {'date': Timestamp('2020-03-12 00:00:00'), 'volume': 1598800.0}, {'date': Timestamp('2020-03-10 00:00:00'), 'volume': 1277700.0}, {'date': Timestamp('2020-02-28 00:00:00'), 'volume': 1246500.0}, {'date': Timestamp('2020-02-20 00:00:00'), 'volume': 1245900.0}, {'date': Timestamp('2020-02-18 00:00:00'), 'volume': 1034900.0}, {'date': Timestamp('2020-01-17 00:00:00'), 'volume': 975700.0}, {'date': Timestamp('2020-01-13 00:00:00'), 'volume': 945600.0}, {'date': Timestamp('2020-01-08 00:00:00'), 'volume': 938700.0}, {'date': Timestamp('2020-01-06 00:00:00'), 'volume': 627400.0}, {'date': Timestamp('2020-01-02 00:00:00'), 'volume': 572400.0}]",2026-08-14,1048300.0,164.77999877929688,0.2641285998639421,1662
DOV,30428091068.266808,daily,2026-07-23,4096300.0,22,1,8,"[{'date': Timestamp('2026-07-23 00:00:00'), 'volume': 4096300.0}, {'date': Timestamp('2025-04-09 00:00:00'), 'volume': 3360500.0}, {'date': Timestamp('2023-07-25 00:00:00'), 'volume': 2994200.0}, {'date': Timestamp('2020-03-25 00:00:00'), 'volume': 2582400.0}, {'date': Timestamp('2020-01-31 00:00:00'), 'volume': 2545100.0}, {'date': Timestamp('2020-01-30 00:00:00'), 'volume': 1212800.0}, {'date': Timestamp('2020-01-28 00:00:00'), 'volume': 1024300.0}, {'date': Timestamp('2020-01-02 00:00:00'), 'volume': 937500.0}]",2026-08-14,709900.0,207.07000732421875,0.1733027366159705,1663
