ticker,market_cap,timeframe,hv1y_date,hv1y_volume,days_since_hv1y,hv1y_occ_1y,total_hv1y_count,is_hv1y_also_hve,hv1y_to_hve_ratio,all_hv1y_details
VERA,3047902170.9372845,daily,2026-08-14,5873500.0,0,10,10,False,0.4431525815043119,"[{'date': Timestamp('2026-08-14 00:00:00'), 'volume': 5873500.0}, {'date': Timestamp('2026-07-02 00:00:00'), 'volume': 5141100.0}, {'date': Timestamp('2025-12-02 00:00:00'), 'volume': 4353900.0}, {'date': Timestamp('2025-11-10 00:00:00'), 'volume': 3350200.0}, {'date': Timestamp('2025-09-08 00:00:00'), 'volume': 3176500.0}, {'date': Timestamp('2025-09-05 00:00:00'), 'volume': 2748100.0}, {'date': Timestamp('2025-08-28 00:00:00'), 'volume': 2453500.0}, {'date': Timestamp('2025-08-20 00:00:00'), 'volume': 2149600.0}, {'date': Timestamp('2025-08-15 00:00:00'), 'volume': 1936700.0}, {'date': Timestamp('2025-08-14 00:00:00'), 'volume': 1638000.0}]"
NSA,6108956184.302629,daily,2026-07-21,25654100.0,0,10,10,True,1.0,"[{'date': Timestamp('2026-07-21 00:00:00'), 'volume': 25654100}, {'date': Timestamp('2026-03-16 00:00:00'), 'volume': 18846900}, {'date': Timestamp('2026-02-17 00:00:00'), 'volume': 3405900}, {'date': Timestamp('2026-01-12 00:00:00'), 'volume': 3168600}, {'date': Timestamp('2025-11-04 00:00:00'), 'volume': 2686100}, {'date': Timestamp('2025-10-31 00:00:00'), 'volume': 2426800}, {'date': Timestamp('2025-08-05 00:00:00'), 'volume': 2206200}, {'date': Timestamp('2025-07-31 00:00:00'), 'volume': 1527500}, {'date': Timestamp('2025-07-22 00:00:00'), 'volume': 1202700}, {'date': Timestamp('2025-07-21 00:00:00'), 'volume': 1033300}]"
CAPR,1531190504.6697369,daily,2026-08-14,65982900.0,0,10,10,False,0.3309893880376522,"[{'date': Timestamp('2026-08-14 00:00:00'), 'volume': 65982900.0}, {'date': Timestamp('2025-12-03 00:00:00'), 'volume': 56959100.0}, {'date': Timestamp('2025-11-24 00:00:00'), 'volume': 6889200.0}, {'date': Timestamp('2025-09-25 00:00:00'), 'volume': 5977300.0}, {'date': Timestamp('2025-09-05 00:00:00'), 'volume': 2178200.0}, {'date': Timestamp('2025-08-26 00:00:00'), 'volume': 2145700.0}, {'date': Timestamp('2025-08-20 00:00:00'), 'volume': 2048100.0}, {'date': Timestamp('2025-08-19 00:00:00'), 'volume': 1274700.0}, {'date': Timestamp('2025-08-15 00:00:00'), 'volume': 1264400.0}, {'date': Timestamp('2025-08-14 00:00:00'), 'volume': 1130100.0}]"
ETON,977907131.8380244,daily,2026-08-14,2306300.0,0,6,6,False,0.1463666941676715,"[{'date': Timestamp('2026-08-14 00:00:00'), 'volume': 2306300.0}, {'date': Timestamp('2026-07-17 00:00:00'), 'volume': 1276800.0}, {'date': Timestamp('2026-02-25 00:00:00'), 'volume': 1135300.0}, {'date': Timestamp('2025-11-07 00:00:00'), 'volume': 1056800.0}, {'date': Timestamp('2025-09-23 00:00:00'), 'volume': 786400.0}, {'date': Timestamp('2025-08-14 00:00:00'), 'volume': 528500.0}]"
CHEF,3911390280.9851623,daily,2026-08-14,2760400.0,0,9,9,False,0.4258233706131893,"[{'date': Timestamp('2026-08-14 00:00:00'), 'volume': 2760400.0}, {'date': Timestamp('2026-07-16 00:00:00'), 'volume': 1854900.0}, {'date': Timestamp('2025-10-01 00:00:00'), 'volume': 1374100.0}, {'date': Timestamp('2025-09-16 00:00:00'), 'volume': 893800.0}, {'date': Timestamp('2025-09-11 00:00:00'), 'volume': 589400.0}, {'date': Timestamp('2025-09-03 00:00:00'), 'volume': 507100.0}, {'date': Timestamp('2025-08-25 00:00:00'), 'volume': 440900.0}, {'date': Timestamp('2025-08-15 00:00:00'), 'volume': 402100.0}, {'date': Timestamp('2025-08-14 00:00:00'), 'volume': 372400.0}]"
BIRK,8169107575.122192,daily,2026-08-14,14375300.0,0,3,3,False,0.9141336419596072,"[{'date': Timestamp('2026-08-14 00:00:00'), 'volume': 14375300.0}, {'date': Timestamp('2025-12-18 00:00:00'), 'volume': 10544400.0}, {'date': Timestamp('2025-08-14 00:00:00'), 'volume': 5925600.0}]"
BRUN,2102703549.972408,daily,2026-08-14,6364300.0,0,5,5,True,1.0,"[{'date': Timestamp('2026-08-14 00:00:00'), 'volume': 6364300.0}, {'date': Timestamp('2025-09-16 00:00:00'), 'volume': 5067100.0}, {'date': Timestamp('2025-09-10 00:00:00'), 'volume': 120100.0}, {'date': Timestamp('2025-08-27 00:00:00'), 'volume': 26900.0}, {'date': Timestamp('2025-08-14 00:00:00'), 'volume': 15900.0}]"
AIRO,217918309.125,daily,2026-08-13,3409600.0,1,4,4,False,0.2317343374067177,"[{'date': Timestamp('2026-08-13 00:00:00'), 'volume': 3409600.0}, {'date': Timestamp('2025-09-11 00:00:00'), 'volume': 3133000.0}, {'date': Timestamp('2025-09-02 00:00:00'), 'volume': 2327900.0}, {'date': Timestamp('2025-08-14 00:00:00'), 'volume': 2130800.0}]"
AACB,290310736.00000006,daily,2026-08-13,859600.0,1,6,6,False,0.7789759855006797,"[{'date': Timestamp('2026-08-13 00:00:00'), 'volume': 859600.0}, {'date': Timestamp('2025-10-03 00:00:00'), 'volume': 649700.0}, {'date': Timestamp('2025-08-26 00:00:00'), 'volume': 271800.0}, {'date': Timestamp('2025-08-18 00:00:00'), 'volume': 28100.0}, {'date': Timestamp('2025-08-15 00:00:00'), 'volume': 13200.0}, {'date': Timestamp('2025-08-14 00:00:00'), 'volume': 3500.0}]"
PRPO,41663642.714126304,daily,2026-08-13,411300.0,1,10,10,False,0.0246680784988277,"[{'date': Timestamp('2026-08-13 00:00:00'), 'volume': 411300.0}, {'date': Timestamp('2026-07-22 00:00:00'), 'volume': 254900.0}, {'date': Timestamp('2026-07-16 00:00:00'), 'volume': 193600.0}, {'date': Timestamp('2026-07-15 00:00:00'), 'volume': 170500.0}, {'date': Timestamp('2026-07-09 00:00:00'), 'volume': 152100.0}, {'date': Timestamp('2026-04-01 00:00:00'), 'volume': 107100.0}, {'date': Timestamp('2026-03-25 00:00:00'), 'volume': 88100.0}, {'date': Timestamp('2026-03-09 00:00:00'), 'volume': 64800.0}, {'date': Timestamp('2025-08-15 00:00:00'), 'volume': 54300.0}, {'date': Timestamp('2025-08-14 00:00:00'), 'volume': 8800.0}]"
