ticker,market_cap,timeframe,hve_date,hve_volume,days_since_hve,hve_occ_1y,total_hve_count,all_hve_details,latest_date,latest_volume,latest_close,volume_ratio,data_points
NSA,6108956184.302629,daily,2026-07-21,25654100.0,0,2,11,"[{'date': Timestamp('2026-07-21 00:00:00'), 'volume': 25654100}, {'date': Timestamp('2026-03-16 00:00:00'), 'volume': 18846900}, {'date': Timestamp('2021-05-13 00:00:00'), 'volume': 14069500}, {'date': Timestamp('2020-09-23 00:00:00'), 'volume': 3745400}, {'date': Timestamp('2020-06-19 00:00:00'), 'volume': 2698400}, {'date': Timestamp('2020-03-17 00:00:00'), 'volume': 1026200}, {'date': Timestamp('2020-03-12 00:00:00'), 'volume': 979300}, {'date': Timestamp('2020-02-25 00:00:00'), 'volume': 697700}, {'date': Timestamp('2020-02-19 00:00:00'), 'volume': 674700}, {'date': Timestamp('2020-01-10 00:00:00'), 'volume': 462800}, {'date': Timestamp('2020-01-02 00:00:00'), 'volume': 401200}]",2026-07-21,25654100.0,43.40999984741211,1.0,1645
BRUN,2102703549.972408,daily,2026-08-14,6364300.0,0,2,7,"[{'date': Timestamp('2026-08-14 00:00:00'), 'volume': 6364300.0}, {'date': Timestamp('2025-09-16 00:00:00'), 'volume': 5067100.0}, {'date': Timestamp('2025-06-30 00:00:00'), 'volume': 521700.0}, {'date': Timestamp('2025-06-23 00:00:00'), 'volume': 509800.0}, {'date': Timestamp('2025-01-15 00:00:00'), 'volume': 389900.0}, {'date': Timestamp('2025-01-10 00:00:00'), 'volume': 297700.0}, {'date': Timestamp('2024-12-30 00:00:00'), 'volume': 157500.0}]",2026-08-14,6364300.0,22.93000030517578,1.0,407
LNSR,68147365.79641694,daily,2026-08-13,2323600.0,1,2,6,"[{'date': Timestamp('2026-08-13 00:00:00'), 'volume': 2323600.0}, {'date': Timestamp('2026-03-17 00:00:00'), 'volume': 1467500.0}, {'date': Timestamp('2025-03-24 00:00:00'), 'volume': 1417600.0}, {'date': Timestamp('2021-06-25 00:00:00'), 'volume': 990900.0}, {'date': Timestamp('2020-10-05 00:00:00'), 'volume': 533200.0}, {'date': Timestamp('2020-10-02 00:00:00'), 'volume': 409900.0}]",2026-08-14,263500.0,8.199999809265137,0.1134016181786882,1472
ARX,2998086460.032184,daily,2026-08-13,70095100.0,1,1,2,"[{'date': Timestamp('2026-08-13 00:00:00'), 'volume': 70095100.0}, {'date': Timestamp('2025-07-24 00:00:00'), 'volume': 22487700.0}]",2026-08-14,19772800.0,19.57999992370605,0.2820853383474736,266
CLBT,3432291945.425178,daily,2026-08-13,36750400.0,1,2,11,"[{'date': Timestamp('2026-08-13 00:00:00'), 'volume': 36750400.0}, {'date': Timestamp('2025-08-14 00:00:00'), 'volume': 10675300.0}, {'date': Timestamp('2024-08-15 00:00:00'), 'volume': 6443900.0}, {'date': Timestamp('2021-04-08 00:00:00'), 'volume': 5853800.0}, {'date': Timestamp('2021-03-04 00:00:00'), 'volume': 2414600.0}, {'date': Timestamp('2020-12-04 00:00:00'), 'volume': 1133600.0}, {'date': Timestamp('2020-11-20 00:00:00'), 'volume': 368200.0}, {'date': Timestamp('2020-11-12 00:00:00'), 'volume': 104900.0}, {'date': Timestamp('2020-11-10 00:00:00'), 'volume': 18700.0}, {'date': Timestamp('2020-11-09 00:00:00'), 'volume': 12500.0}, {'date': Timestamp('2020-11-06 00:00:00'), 'volume': 6400.0}]",2026-08-14,7846700.0,11.140000343322754,0.2135133223039749,1448
AMSF,631252289.3496703,daily,2026-08-13,1790900.0,1,2,12,"[{'date': Timestamp('2026-08-13 00:00:00'), 'volume': 1790900.0}, {'date': Timestamp('2026-06-26 00:00:00'), 'volume': 1162500.0}, {'date': Timestamp('2024-03-15 00:00:00'), 'volume': 1017600.0}, {'date': Timestamp('2023-06-23 00:00:00'), 'volume': 677900.0}, {'date': Timestamp('2022-12-16 00:00:00'), 'volume': 673100.0}, {'date': Timestamp('2021-12-17 00:00:00'), 'volume': 521300.0}, {'date': Timestamp('2020-09-18 00:00:00'), 'volume': 347900.0}, {'date': Timestamp('2020-03-20 00:00:00'), 'volume': 246800.0}, {'date': Timestamp('2020-02-20 00:00:00'), 'volume': 226900.0}, {'date': Timestamp('2020-01-08 00:00:00'), 'volume': 135200.0}, {'date': Timestamp('2020-01-03 00:00:00'), 'volume': 89100.0}, {'date': Timestamp('2020-01-02 00:00:00'), 'volume': 47900.0}]",2026-08-14,470200.0,27.64999961853028,0.2625495560891172,1663
CRWV,52691185647.90016,daily,2026-08-12,87308400.0,2,5,8,"[{'date': Timestamp('2026-08-12 00:00:00'), 'volume': 87308400.0}, {'date': Timestamp('2026-04-10 00:00:00'), 'volume': 83416500.0}, {'date': Timestamp('2025-11-11 00:00:00'), 'volume': 76900400.0}, {'date': Timestamp('2025-09-30 00:00:00'), 'volume': 71176800.0}, {'date': Timestamp('2025-09-10 00:00:00'), 'volume': 70127000.0}, {'date': Timestamp('2025-05-21 00:00:00'), 'volume': 61681600.0}, {'date': Timestamp('2025-04-02 00:00:00'), 'volume': 52666800.0}, {'date': Timestamp('2025-03-28 00:00:00'), 'volume': 41091100.0}]",2026-08-14,33283000.0,105.26000213623048,0.3812118879741239,347
GSHR,213540893.62877697,daily,2026-08-12,1241600.0,2,2,4,"[{'date': Timestamp('2026-08-12 00:00:00'), 'volume': 1241600.0}, {'date': Timestamp('2026-02-02 00:00:00'), 'volume': 244600.0}, {'date': Timestamp('2025-06-17 00:00:00'), 'volume': 243400.0}, {'date': Timestamp('2025-05-12 00:00:00'), 'volume': 230500.0}]",2026-08-14,100.0,10.520000457763672,8.054123711340206e-05,316
RNW,2254383196.4740973,daily,2026-08-11,23649800.0,3,1,8,"[{'date': Timestamp('2026-08-11 00:00:00'), 'volume': 23649800.0}, {'date': Timestamp('2024-05-14 00:00:00'), 'volume': 20693200.0}, {'date': Timestamp('2021-02-24 00:00:00'), 'volume': 16958300.0}, {'date': Timestamp('2021-02-23 00:00:00'), 'volume': 3137900.0}, {'date': Timestamp('2021-02-16 00:00:00'), 'volume': 1668800.0}, {'date': Timestamp('2021-02-05 00:00:00'), 'volume': 359900.0}, {'date': Timestamp('2021-02-02 00:00:00'), 'volume': 197700.0}, {'date': Timestamp('2021-02-01 00:00:00'), 'volume': 130200.0}]",2026-08-14,2691400.0,6.809999942779541,0.1138022308856734,1391
PAL,199666835.70563385,daily,2026-08-11,5620400.0,3,1,3,"[{'date': Timestamp('2026-08-11 00:00:00'), 'volume': 5620400.0}, {'date': Timestamp('2024-10-17 00:00:00'), 'volume': 4012500.0}, {'date': Timestamp('2024-05-09 00:00:00'), 'volume': 3615700.0}]",2026-08-14,703100.0,5.5,0.125097857803715,568
