ticker,market_cap,timeframe,hv1y_date,hv1y_volume,days_since_hv1y,hv1y_occ_1y,total_hv1y_count,is_hv1y_also_hve,hv1y_to_hve_ratio,all_hv1y_details
CRWV,52691185647.90016,daily,2026-08-12,87308400.0,2,7,7,True,1.0,"[{'date': Timestamp('2026-08-12 00:00:00'), 'volume': 87308400.0}, {'date': Timestamp('2026-04-10 00:00:00'), 'volume': 83416500.0}, {'date': Timestamp('2025-11-11 00:00:00'), 'volume': 76900400.0}, {'date': Timestamp('2025-09-30 00:00:00'), 'volume': 71176800.0}, {'date': Timestamp('2025-09-10 00:00:00'), 'volume': 70127000.0}, {'date': Timestamp('2025-08-15 00:00:00'), 'volume': 52661100.0}, {'date': Timestamp('2025-08-14 00:00:00'), 'volume': 51195200.0}]"
WEC,38712496668.415474,daily,2026-08-12,5786300.0,2,8,8,False,0.4505411508214592,"[{'date': Timestamp('2026-08-12 00:00:00'), 'volume': 5786300.0}, {'date': Timestamp('2026-02-05 00:00:00'), 'volume': 4899400.0}, {'date': Timestamp('2025-12-19 00:00:00'), 'volume': 4768000.0}, {'date': Timestamp('2025-10-30 00:00:00'), 'volume': 4611900.0}, {'date': Timestamp('2025-09-10 00:00:00'), 'volume': 3268100.0}, {'date': Timestamp('2025-09-04 00:00:00'), 'volume': 2968300.0}, {'date': Timestamp('2025-08-18 00:00:00'), 'volume': 2890700.0}, {'date': Timestamp('2025-08-14 00:00:00'), 'volume': 2853200.0}]"
AVB,26972715814.51673,daily,2026-08-12,3706000.0,2,8,8,False,0.9458666190245272,"[{'date': Timestamp('2026-08-12 00:00:00'), 'volume': 3706000.0}, {'date': Timestamp('2026-06-18 00:00:00'), 'volume': 2822000.0}, {'date': Timestamp('2026-05-21 00:00:00'), 'volume': 2509700.0}, {'date': Timestamp('2026-01-22 00:00:00'), 'volume': 2148800.0}, {'date': Timestamp('2025-12-19 00:00:00'), 'volume': 2031400.0}, {'date': Timestamp('2025-09-19 00:00:00'), 'volume': 1878900.0}, {'date': Timestamp('2025-08-19 00:00:00'), 'volume': 1436200.0}, {'date': Timestamp('2025-08-14 00:00:00'), 'volume': 1030200.0}]"
RIOT,10803780290.355907,daily,2026-08-11,76369600.0,3,5,5,False,0.5970867144578303,"[{'date': Timestamp('2026-08-11 00:00:00'), 'volume': 76369600.0}, {'date': Timestamp('2025-09-09 00:00:00'), 'volume': 66569100.0}, {'date': Timestamp('2025-08-22 00:00:00'), 'volume': 52236800.0}, {'date': Timestamp('2025-08-18 00:00:00'), 'volume': 40044800.0}, {'date': Timestamp('2025-08-14 00:00:00'), 'volume': 34334800.0}]"
DUK,100100151456.73828,daily,2026-08-10,11795800.0,4,10,10,False,0.627272678929428,"[{'date': Timestamp('2026-08-10 00:00:00'), 'volume': 11795800.0}, {'date': Timestamp('2026-06-18 00:00:00'), 'volume': 8866200.0}, {'date': Timestamp('2026-03-10 00:00:00'), 'volume': 8176600.0}, {'date': Timestamp('2026-02-12 00:00:00'), 'volume': 7095000.0}, {'date': Timestamp('2025-12-19 00:00:00'), 'volume': 6898600.0}, {'date': Timestamp('2025-11-07 00:00:00'), 'volume': 5456800.0}, {'date': Timestamp('2025-09-19 00:00:00'), 'volume': 4842000.0}, {'date': Timestamp('2025-09-16 00:00:00'), 'volume': 4158400.0}, {'date': Timestamp('2025-08-15 00:00:00'), 'volume': 4024700.0}, {'date': Timestamp('2025-08-14 00:00:00'), 'volume': 3410300.0}]"
EA,51466740216.93206,daily,2026-08-04,48713698.0,6,5,5,True,1.0,"[{'date': Timestamp('2026-08-04 00:00:00'), 'volume': 48713698.0}, {'date': Timestamp('2025-09-29 00:00:00'), 'volume': 22698500.0}, {'date': Timestamp('2025-09-26 00:00:00'), 'volume': 14485700.0}, {'date': Timestamp('2025-09-19 00:00:00'), 'volume': 8449800.0}, {'date': Timestamp('2025-08-11 00:00:00'), 'volume': 6125200.0}]"
ABNB,87729727724.71666,daily,2026-08-07,15915000.0,7,7,7,False,0.2128000962714855,"[{'date': Timestamp('2026-08-07 00:00:00'), 'volume': 15915000.0}, {'date': Timestamp('2025-11-07 00:00:00'), 'volume': 11756000.0}, {'date': Timestamp('2025-11-06 00:00:00'), 'volume': 9853400.0}, {'date': Timestamp('2025-09-19 00:00:00'), 'volume': 9144300.0}, {'date': Timestamp('2025-09-15 00:00:00'), 'volume': 7060400.0}, {'date': Timestamp('2025-09-03 00:00:00'), 'volume': 6267200.0}, {'date': Timestamp('2025-08-14 00:00:00'), 'volume': 4706500.0}]"
CACI,10027685286.13058,daily,2026-08-06,899500.0,8,8,8,False,0.5539816468559463,"[{'date': Timestamp('2026-08-06 00:00:00'), 'volume': 899500.0}, {'date': Timestamp('2025-10-23 00:00:00'), 'volume': 811900.0}, {'date': Timestamp('2025-10-22 00:00:00'), 'volume': 467500.0}, {'date': Timestamp('2025-09-25 00:00:00'), 'volume': 387600.0}, {'date': Timestamp('2025-08-22 00:00:00'), 'volume': 362000.0}, {'date': Timestamp('2025-08-19 00:00:00'), 'volume': 256500.0}, {'date': Timestamp('2025-08-15 00:00:00'), 'volume': 237100.0}, {'date': Timestamp('2025-08-14 00:00:00'), 'volume': 231300.0}]"
PODD,10961134759.594007,daily,2026-08-05,7177700.0,9,13,13,False,0.4373392963770853,"[{'date': Timestamp('2026-08-05 00:00:00'), 'volume': 7177700.0}, {'date': Timestamp('2026-05-06 00:00:00'), 'volume': 4460800.0}, {'date': Timestamp('2026-04-29 00:00:00'), 'volume': 4046900.0}, {'date': Timestamp('2026-03-13 00:00:00'), 'volume': 2117000.0}, {'date': Timestamp('2026-02-18 00:00:00'), 'volume': 2073700.0}, {'date': Timestamp('2025-11-20 00:00:00'), 'volume': 1801400.0}, {'date': Timestamp('2025-11-06 00:00:00'), 'volume': 1498300.0}, {'date': Timestamp('2025-10-01 00:00:00'), 'volume': 1140500.0}, {'date': Timestamp('2025-09-17 00:00:00'), 'volume': 1109000.0}, {'date': Timestamp('2025-09-16 00:00:00'), 'volume': 812100.0}, {'date': Timestamp('2025-09-10 00:00:00'), 'volume': 800800.0}, {'date': Timestamp('2025-09-02 00:00:00'), 'volume': 788600.0}, {'date': Timestamp('2025-08-14 00:00:00'), 'volume': 763900.0}]"
FIS,19936029151.68859,daily,2026-08-04,16458500.0,10,8,8,False,0.6117923879548437,"[{'date': Timestamp('2026-08-04 00:00:00'), 'volume': 16458500.0}, {'date': Timestamp('2025-10-29 00:00:00'), 'volume': 15316100.0}, {'date': Timestamp('2025-09-10 00:00:00'), 'volume': 9946900.0}, {'date': Timestamp('2025-09-09 00:00:00'), 'volume': 5646200.0}, {'date': Timestamp('2025-08-29 00:00:00'), 'volume': 4449800.0}, {'date': Timestamp('2025-08-26 00:00:00'), 'volume': 4437700.0}, {'date': Timestamp('2025-08-15 00:00:00'), 'volume': 3952800.0}, {'date': Timestamp('2025-08-14 00:00:00'), 'volume': 3490300.0}]"
